time,pm10,pm2_5,nitrogen_dioxide,ozone,carbon_monoxide,AQI,hour,hour_sin,hour_cos,AQI_RF_Predict,AQI_LSTM_Predict
2026-09-03 16:00:00,-0.9122593856847366,-0.8858840793000667,-1.1840307969088928,1.8480916865170012,-0.857668746750719,86.0,16,-0.9422609221188204,-0.3348796121709864,,
2026-09-03 17:00:00,-0.7624994865330188,-0.727229443767552,-0.5134666056051922,1.4020798311560296,-0.0488958236148611,97.0,17,-0.9976687691905392,-0.0682424133646704,,
2026-09-03 18:00:00,-0.1490598996230974,-0.0866239342589086,0.4059232919055416,0.7690307461275536,1.0304123505174043,151.0,18,-0.979084087682323,0.2034560130526333,,
2026-09-03 19:00:00,0.5795796097112221,0.6527665369963948,1.1566177953776091,0.2223065363302334,1.7499511332722484,164.0,19,-0.8878852184023756,0.4600650377311516,,
2026-09-03 20:00:00,1.1958991946817534,1.260443725922818,1.5657041259213762,-0.1661554022099678,1.8080241452662416,174.0,20,-0.730835964278124,0.6825531432186542,,
2026-09-03 21:00:00,1.6250189057126372,1.6795314424238,1.8018776775755092,-0.4682924655190131,1.5063277658828131,182.0,21,-0.5195839500354336,0.8544194045464886,,
2026-09-03 22:00:00,1.987898661349492,2.04174296882822,1.9494861473593428,-0.7272670912124807,1.1153972461183703,188.0,22,-0.2697967711570252,0.962917287347799,,
2026-09-03 23:00:00,2.267258473228658,2.3470783051360784,2.029616459527709,-0.9286918000851776,0.5870744784656997,193.0,23,-2.4492935982947064e-16,1.0,205.15,17.507373809814453
2026-09-04 00:00:00,2.362298409228787,2.445863266882738,2.0253990746767427,-1.072566592137104,-0.0304824295679852,195.0,0,0.0,1.0,,
2026-09-04 01:00:00,2.2269385003801183,2.320136951932444,1.9452687625083764,-1.1732789465734523,-0.3194310746112689,193.0,1,0.2697967711570243,0.9629172873477992,,
2026-09-04 02:00:00,1.8928587253493636,1.9848667787316576,1.7723559836187426,-1.2596038218046082,0.0884964242733669,187.0,2,0.5195839500354336,0.8544194045464886,,
2026-09-04 03:00:00,1.7315788339552058,1.81124472475268,1.5319650471136423,-1.3171537386253789,0.8250321861484039,184.0,3,0.730835964278124,0.6825531432186541,,
2026-09-04 04:00:00,1.665338878561177,1.7334141488310693,1.2831393409066092,-1.273991301009801,1.2102970462061156,182.0,4,0.8878852184023752,0.4600650377311522,,
2026-09-04 05:00:00,1.5962189251065375,1.6585770565987512,1.0891396377621425,-1.1157290297526818,0.8632753891688385,181.0,5,0.9790840876823228,0.2034560130526337,,
2026-09-04 06:00:00,1.4579790181972596,1.5029159047555294,0.8909225497667087,-0.8567544040592143,0.1663992452409189,178.0,6,0.9976687691905392,-0.0682424133646708,,
2026-09-04 07:00:00,1.0144593168633258,1.077841220875962,0.5957056101990418,-0.5258423823397838,-0.4214129493324279,171.0,7,0.9422609221188204,-0.3348796121709861,,
2026-09-04 08:00:00,0.2886998055896164,0.353418168067122,0.1022715826359416,-0.0654430477736193,-0.720276498862491,159.0,8,0.8169698930104421,-0.5766803221148671,,
2026-09-04 09:00:00,-0.5119396552599523,-0.4548224280419141,-0.4881622964993923,0.4668936828185082,-0.9086596841112984,120.0,9,0.631087944326053,-0.7757112907044197,,
2026-09-04 10:00:00,-0.8287394419270478,-0.7661447317283576,-0.9478572452547592,0.8985180589742874,-1.0587996663396717,95.0,10,0.3984010898462414,-0.917211301505453,,
2026-09-04 11:00:00,-0.9871393352605956,-0.9277928509501648,-1.1713786423559926,1.114330247052177,-1.1990247440812651,83.0,11,0.1361666490962471,-0.9906859460363306,,
2026-09-04 12:00:00,-1.0591392867758445,-1.002629943182483,-1.2599437242262927,1.229430080693718,-1.2995902038757412,78.0,12,-0.1361666490962464,-0.9906859460363308,,
2026-09-04 13:00:00,-1.108099253806214,-1.0565126495897523,-1.2979001878849927,1.3157549559248738,-1.3463318964562725,74.0,13,-0.3984010898462415,-0.9172113015054528,,
2026-09-04 14:00:00,-1.105219255745604,-1.0565126495897523,-1.3485088060965928,1.4884047063871857,-1.438398866690652,74.0,14,-0.6310879443260528,-0.7757112907044198,,
2026-09-04 15:00:00,-1.085059269321334,-1.035558263764703,-1.3485088060965928,1.6466669776443046,-1.4766420697110867,76.0,15,-0.816969893010442,-0.5766803221148672,,
2026-09-04 16:00:00,-1.0735392770788943,-1.0205908453182395,-1.2009003363127593,1.6178920192339192,-1.1522830515007338,77.0,16,-0.9422609221188204,-0.3348796121709864,,
2026-09-04 17:00:00,-0.9727393449575458,-0.915818916192994,-0.8213356997257591,1.2438175598989107,-0.0602271430283232,84.0,17,-0.9976687691905392,-0.0682424133646704,,
2026-09-04 18:00:00,-0.7336995059269192,-0.6673597699816975,-0.2857278236529921,0.6827058708963978,1.3944309866748748,103.0,18,-0.979084087682323,0.2034560130526333,,
2026-09-04 19:00:00,-0.5119396552599523,-0.4488354606633286,0.2540974372707414,0.1791440987146555,2.315100689018671,121.0,19,-0.8878852184023756,0.4600650377311516,,
2026-09-04 20:00:00,-0.0655399558654086,0.0091675437984585,0.8656182406609085,-0.194930360620353,2.2414471128311675,153.0,20,-0.730835964278124,0.6825531432186542,,
2026-09-04 21:00:00,0.4096597241352344,0.5000988688424659,1.4897911986039756,-0.5114549031345911,1.6338051092842618,161.0,21,-0.5195839500354336,0.8544194045464886,,
2026-09-04 22:00:00,0.873339411893438,0.9820497428185948,1.7976602927245429,-0.712879612007288,0.9723393385234114,169.0,22,-0.2697967711570252,0.962917287347799,,
2026-09-04 23:00:00,0.9885393343178364,1.0928086393224257,1.5572693562194426,-0.7560420496228659,0.339201866296216,171.0,23,-2.4492935982947064e-16,1.0,169.17,17.501583099365234
2026-09-05 00:00:00,0.5248596465596327,0.6108577653462968,1.0005745558918422,-0.6841046535969028,-0.3477593731449242,163.0,0,0.0,1.0,,
2026-09-05 01:00:00,0.2368598404986368,0.3204898474849022,0.5071405283287417,-0.6121672575709396,-0.8562523318240363,158.0,1,0.2697967711570243,0.9629172873477992,,
2026-09-05 02:00:00,0.0294999801347199,0.101965538166533,0.2077062039101083,-0.5833922991605542,-1.061632496193037,154.0,2,0.5195839500354336,0.8544194045464886,,
2026-09-05 03:00:00,-0.1490598996230974,-0.0776434831910305,-0.0284673477440252,-0.5690048199553617,-1.0885443798000094,151.0,3,0.730835964278124,0.6825531432186541,,
2026-09-05 04:00:00,-0.2642598220474958,-0.1973828307627396,-0.2055975114846254,-0.5402298615449763,-1.0715474006798162,141.0,4,0.8878852184023752,0.4600650377311522,,
2026-09-05 05:00:00,-0.2872998065323756,-0.2153437328984959,-0.2772930539510588,-0.5402298615449763,-1.0276385379526507,140.0,5,0.9790840876823228,0.2034560130526337,,
2026-09-05 06:00:00,-0.3103397910172552,-0.2362981187235449,-0.2899452085039588,-0.5258423823397838,-0.941237227425002,138.0,6,0.9976687691905392,-0.0682424133646708,,
2026-09-05 07:00:00,-0.4485796979265333,-0.3769918521203032,-0.3785102903742588,-0.4251300279034352,-0.9044104393312502,127.0,7,0.9422609221188204,-0.3348796121709861,,
2026-09-05 08:00:00,-0.9871393352605956,-0.9277928509501648,-0.6442055359851591,-0.1229929645943898,-0.9695655259586572,83.0,8,0.8169698930104421,-0.5766803221148671,,
2026-09-05 09:00:00,-1.2146591820487822,-1.1642780624042903,-0.9858137089134592,0.2654689739458113,-1.0842951350199612,67.0,9,0.631087944326053,-0.7757112907044197,,
2026-09-05 10:00:00,-1.3384990986550107,-1.2959913447331703,-1.243074184822426,0.5963809956652419,-1.176362105254341,58.0,10,0.3984010898462414,-0.917211301505453,,
2026-09-05 11:00:00,-1.38169906956416,-1.3408936000725613,-1.3442914212456265,0.7834182253327463,-1.2202709679815065,54.0,11,0.1361666490962471,-0.9906859460363306,,
2026-09-05 12:00:00,-1.3960990598672098,-1.355861018519025,-1.3653783455004596,0.91290553817948,-1.241517191881748,53.0,12,-0.1361666490962464,-0.9906859460363308,,
2026-09-05 13:00:00,-1.37593907344294,-1.3379001163832682,-1.3611609606494928,0.9992304134106358,-1.2485992665151615,55.0,13,-0.3984010898462415,-0.9172113015054528,,
2026-09-05 14:00:00,-1.3528990889580603,-1.3139522468689266,-1.3949000394572262,1.0855552886417916,-1.276927565048817,56.0,14,-0.6310879443260528,-0.7757112907044198,,
2026-09-05 15:00:00,-1.3356191005944007,-1.2929978610438777,-1.4033348091591595,1.143105205462562,-1.2925081292423275,58.0,15,-0.816969893010442,-0.5766803221148672,,
2026-09-05 16:00:00,-1.309699118048911,-1.266056507840243,-1.2557263393753262,1.071167809436599,-1.193359084374534,60.0,16,-0.9422609221188204,-0.3348796121709864,,
2026-09-05 17:00:00,-1.2060191878669524,-1.1612845787149977,-0.8086835451728591,0.7978057045379389,-0.8633344064574501,67.0,17,-0.9976687691905392,-0.0682424133646704,,
2026-09-05 18:00:00,-0.7826594729572884,-0.7152555090103813,-0.2013801266336587,0.4093437659977377,-0.4185801194790624,98.0,18,-0.979084087682323,0.2034560130526333,,
2026-09-05 19:00:00,-0.5176996513811724,-0.442848493284743,0.249880052419775,0.0640442650731144,-0.1183001550223165,121.0,19,-0.8878852184023756,0.4600650377311516,,
2026-09-05 20:00:00,-0.189379872471637,-0.0985978690160794,0.4101406767565084,-0.1805428814151604,-0.091388271415344,150.0,20,-0.730835964278124,0.6825531432186542,,
2026-09-05 21:00:00,-0.045379969441139,0.048082831759264,0.4227928313094082,-0.3675801110826647,-0.2089507103300134,153.0,21,-0.5195839500354336,0.8544194045464886,,
2026-09-05 22:00:00,0.1101399258317988,0.2067374672917787,0.3932711373526417,-0.4970674239293984,-0.330762394024731,156.0,22,-0.2697967711570252,0.962917287347799,,
2026-09-05 23:00:00,0.1706198851046078,0.2696006247669258,0.3342277494391084,-0.554617340750169,-0.4653218120595935,157.0,23,-2.4492935982947064e-16,1.0,167.74,17.494110107421875
2026-09-06 00:00:00,0.150459898680338,0.2486462389418766,0.2372278978668748,-0.554617340750169,-0.6041304748745044,157.0,0,0.0,1.0,,
2026-09-06 01:00:00,0.2426198366198568,0.3474312006885365,0.1950540493572081,-0.5833922991605542,-0.5885499106809939,159.0,1,0.2697967711570243,0.9629172873477992,,
2026-09-06 02:00:00,0.3981397318927948,0.5060858362210514,0.3047060554823416,-0.6841046535969028,-0.282604286517517,161.0,2,0.5195839500354336,0.8544194045464886,,
2026-09-06 03:00:00,0.6515795612264711,0.7725058845681038,0.4649666798190749,-0.8135919664436365,0.177730564654381,166.0,3,0.730835964278124,0.6825531432186541,,
2026-09-06 04:00:00,0.7120595204992801,0.8263885909753728,0.4987057586268085,-0.8567544040592143,0.5474148605185822,167.0,4,0.8878852184023752,0.4600650377311522,,
2026-09-06 05:00:00,0.6515795612264711,0.7515514987430546,0.2583148221217082,-0.7560420496228659,0.7343816308407071,166.0,5,0.9790840876823228,0.2034560130526337,,
2026-09-06 06:00:00,0.2771798133471764,0.3743725538921712,-0.1085976599123918,-0.5833922991605542,0.830697845855135,159.0,6,0.9976687691905392,-0.0682424133646708,,
2026-09-06 07:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8576097294621075,134.0,7,0.9422609221188204,-0.3348796121709861,,
2026-09-06 08:00:00,-0.3650597541688443,-0.2812003740629358,-0.3827276752252255,-0.4539049863138205,0.8802723682890317,134.0,8,0.8169698930104421,-0.5766803221148671,,
